Name,Cuisine,Rating,Likes,Dislike,Tips,Photos,Listed,Price Level,BeenHere,Reasons,Area
Tam Chai Yunnan Noodles (譚仔雲南米線),Chinese Restaurant,7.6,6,False,3,16,4,1,0,0,旺角
Market Hotpot (鮮入圍煮),Hotpot Restaurant,7.3,16,False,6,89,28,0,0,0,香港
The Great Restaurant (一品雞煲火鍋),Hotpot Restaurant,7.2,10,False,1,15,3,0,0,0,旺角
Peking Garden (北京樓),Beijing Restaurant,7.5,30,False,12,110,5,0,0,0,香港
Minh & Kok,Vietnamese Restaurant,7.3,8,False,2,38,0,2,0,0,太古城
Hokkaidon (北海丼),Japanese Restaurant,7.2,10,False,0,55,4,2,0,0,太古城
Chiuchow Garden (潮庭),Dim Sum Restaurant,7.1,25,False,4,47,8,2,0,0,香港
Thai Pepper (泰胡椒餐廳),Thai Restaurant,7.1,13,False,10,33,4,2,0,0,香港
Myung Ga Korean Restaurant (名家韓國餐廳),Korean Restaurant,6.8,21,False,2,55,6,2,0,0,太古城
Greyhound Café,Thai Restaurant,6.5,33,False,10,97,7,2,0,1,香港
Mr. Wong's (康樂茶餐廳),Hong Kong Restaurant,6.8,16,False,5,11,16,0,0,0,
Hoi Yat Heen (海逸軒),Chinese Restaurant,7.1,11,False,6,85,7,1,0,0,北角
Maxim's MX (美心MX),Fast Food Restaurant,5.7,5,False,2,49,1,1,0,0,鰂魚涌
Farmer's Cooking,Vegetarian / Vegan Restaurant,8.5,12,False,7,58,55,2,0,0,香港
Formosa Autumn (一葉臺灣料理),Taiwanese Restaurant,8.1,31,False,9,74,26,0,0,1,鰂魚涌
Camper’s (坐忘),Japanese Restaurant,7.8,63,False,23,241,59,2,0,1,香港
Northern China (匯泉居),Chinese Restaurant,7.7,6,False,3,42,6,1,0,0,鰂魚涌
Plat du Jour,French Restaurant,7.4,18,False,7,111,18,3,0,0,鰂魚涌
Sheng Kee Congee (生記粥麵),Chinese Restaurant,7,21,False,16,60,13,1,0,0,鰂魚涌
Mr. & Mrs. Fox,New American Restaurant,6.8,108,False,35,294,42,3,0,1,香港
Codfather,Seafood Restaurant,6.7,11,False,7,36,13,3,0,0,鰂魚涌
Sho Bu Japanese Restaurant 菖蒲亭,Japanese Restaurant,6.6,7,False,5,41,3,2,0,0,鰂魚涌
Hakodate (函館),Ramen Restaurant,6.6,12,False,10,83,11,0,0,0,鰂魚涌
Shiro,Sushi Restaurant,6.5,22,False,2,75,3,2,0,0,香港
TAVA Turkish & Mediterranean Cuisine,Turkish Restaurant,6.2,8,False,9,31,5,2,0,0,鰂魚涌
Enoteca,Mediterranean Restaurant,6.2,34,False,14,177,10,2,0,1,鰂魚涌
Flames Charcoal Chicken,Australian Restaurant,6.1,4,False,6,10,3,2,0,0,鰂魚涌
Café de Coral (大家樂),Fast Food Restaurant,6,5,False,3,38,1,1,0,0,香港
An Nam Pho (安南越式牛肉粉),Vietnamese Restaurant,6,5,False,2,38,0,2,0,0,香港
Tulsi (羅勒印度餐廳),Indian Restaurant,6,11,False,9,78,19,2,0,0,鰂魚涌
Salaam Namaste Curry House (沙拉姆咖喱屋),Indian Restaurant,7.2,9,False,4,16,6,2,0,0,油麻地
Yaki ANA 穴居酒屋,Japanese Restaurant,7.5,6,False,1,43,0,2,0,0,大角咀
Modern China (金滿庭),Shanghai Restaurant,6.7,16,False,10,140,9,0,0,0,大角咀
Genki Sushi (元気寿司),Sushi Restaurant,6.3,10,False,4,89,2,2,0,0,大角咀
Beerliner German Bar & Restaurant,German Restaurant,6.1,28,False,22,156,14,2,0,0,大角咀
Tung Po Kitchen (東寶小館),Hong Kong Restaurant,8.3,221,False,97,710,730,0,0,1,香港
Tonkla Thai Snack (迦米泰式小食),Thai Restaurant,7.8,11,False,4,31,12,2,0,0,北角
Fung Shing Restaurant (鳳城酒家),Cantonese Restaurant,7.2,19,False,11,129,27,0,0,0,北角
Jollibee (快樂蜂),Fast Food Restaurant,6.8,5,False,3,31,2,1,0,0,香港
Vegelink (素之樂),Vegetarian / Vegan Restaurant,6.5,5,False,4,61,29,2,0,0,北角
Xin Dau Ji 新斗記,Cantonese Restaurant,6.4,11,False,4,73,5,0,0,0,香港
Korea Restaurant 高麗韓國餐廳 (高麗韓國餐廳),Korean Restaurant,5.9,7,False,4,26,4,2,0,0,北角
Little Chilli (小辣椒),Szechuan Restaurant,5.6,19,False,20,110,28,0,0,0,北角
Oyster C 蠔詩 (蠔詩),Seafood Restaurant,5.6,7,False,4,55,19,3,0,0,北角
Papa Spicy Restaurant (爸爸辣京川滬菜館),Beijing Restaurant,7.77,1,False,3,19,2,0,0,0,北角
Da Hong Pao Hotpot (大紅袍),Hotpot Restaurant,8.4,28,False,12,104,53,0,0,0,香港
Three Virtues Vegetarian Restaurant (三德素食館),Vegetarian / Vegan Restaurant,6.6,15,False,8,52,14,2,0,0,北角
Qinghai-Tibet Beef Noodles (青藏牛肉麵),Tibetan Restaurant,6.5,19,False,17,111,21,0,0,0,北角
Café Italiano,Italian Restaurant,6.4,11,False,5,18,5,2,0,0,北角
Keung Kee Restaurant (Keung Kee Restaurant 強記飯店),Chinese Restaurant,6.3,10,False,4,54,6,1,0,0,北角
Saizeriya 蕯莉亞 (薩莉亞),Italian Restaurant,5.9,16,False,8,105,9,2,0,0,香港
Ocean Empire Food Shop (海皇粥店),Cantonese Restaurant,5.8,3,False,12,39,2,0,0,0,北角
McDonald's (麥當勞),Fast Food Restaurant,5.8,10,False,4,81,3,1,0,0,北角
Café de Coral (大家樂),Fast Food Restaurant,5.6,6,False,6,30,3,1,0,0,香港
Lei Garden Restaurant (利苑酒家),Chinese Restaurant,8.3,15,False,7,51,33,1,0,0,香港
Yue (粵),Cantonese Restaurant,7.8,22,False,11,91,34,0,0,0,香港
Star Seafood Restaurant (明星海鮮酒家),Chinese Restaurant,6.4,12,False,7,64,2,1,0,0,香港
Satay Inn (沙嗲軒),Satay Restaurant,6.4,12,False,5,18,6,0,0,0,香港
Zi Nen Ya (自然屋),Japanese Restaurant,6.4,5,False,5,66,6,2,0,0,香港
蛇王良,Chinese Restaurant,6.4,6,False,1,28,3,1,0,0,香港
Sun Hing Fat Congee (新興發粥店),Cantonese Restaurant,6.2,4,False,7,47,3,0,0,0,香港
Chillie Garden Restaurant (雙辣屋印度美食),Indian Restaurant,6.1,5,False,1,19,1,2,0,0,北角
Pasta & Oyster House (意蠔屋),Italian Restaurant,5.7,3,False,3,26,1,2,0,0,香港
Temple Spice Crabs (廟街香辣蟹),Seafood Restaurant,7.7,54,False,28,320,75,3,0,1,油麻地
Café de Coral (大家樂),Fast Food Restaurant,7.6,13,False,6,23,9,1,0,0,香港
新強記燒臘飯店,Chinese Restaurant,7.1,7,False,5,28,8,1,0,0,油麻地
Lo Chiu Vietnamese Restaurant (老趙越南風味餐廳),Vietnamese Restaurant,7.6,17,False,3,77,11,2,0,0,油麻地
As You Like (隨變燒烤麻辣雞煲),Hotpot Restaurant,7.5,21,False,5,58,18,0,0,0,Jordan
Indian Kitchen (Indian Kitchen 印度廚房),Indian Restaurant,7,9,False,1,16,5,2,0,0,油麻地
Shun De Kung Seafood Restaurant 順德公漁村河鮮酒家,Cantonese Restaurant,6.5,10,False,4,39,2,0,0,0,油麻地
The One Food (皇朝飲食),Seafood Restaurant,7.77,0,False,1,10,0,3,0,0,Jordan
Good Take OK (拍板小館),Hong Kong Restaurant,7.77,5,False,0,28,0,0,0,0,油麻地
Seasons Restaurant & Bar,Restaurant,7.7,10,False,2,21,3,2,0,0,香港
King of Beef (牛皇星),Chinese Restaurant,7.7,14,False,8,65,19,1,0,0,油麻地
Jang Dok Korean Restaurant (醬缸韓國料理),Korean Restaurant,7.5,7,False,2,64,14,2,0,0,油麻地
Kuma Ramen (熊拉麵),Ramen Restaurant,7.2,11,False,5,16,6,0,0,0,油麻地
Kwan Kee Seafood Restaurant (軍記海鮮菜館),Seafood Restaurant,7.2,7,False,5,29,2,3,0,0,油麻地
Hao De Lai Xiao Long Bao Dian (好德來小籠包店),Shanghai Restaurant,7.2,13,False,5,59,23,0,0,0,油麻地
KFC (肯德基),Fast Food Restaurant,7.2,21,False,6,46,4,1,0,0,Tsim Sha Tsui
Pyeong Chang Korean Restaurant (平昌韓國料理),Korean Restaurant,6.9,4,False,3,5,0,2,0,0,
Giant Seafood Hot Pot 大鍋口海鮮火鍋店,Chinese Restaurant,6.8,9,False,0,30,0,1,0,0,油麻地
Hoi King Heen (海景軒),Chinese Restaurant,8.7,26,False,9,133,155,1,0,0,尖沙咀
Open Oyster,Seafood Restaurant,8,19,False,8,92,23,3,0,0,尖沙咀
City Chiu Chow Restaurant (潮州城酒樓),Chinese Restaurant,7.5,12,False,0,60,3,1,0,0,尖沙咀
Sagano 嵯峨野,Japanese Restaurant,6.6,13,False,2,121,7,2,0,0,尖沙咀
嵯峨野,Japanese Restaurant,7.77,2,False,1,9,4,2,0,0,
Tao Li (桃里),Chinese Restaurant,7.77,5,False,2,22,1,1,0,0,尖沙咀
BBQ 7080,Korean Restaurant,7.8,13,False,10,34,109,2,0,0,天后
Taiwan Lang (台灣郎),Taiwanese Restaurant,7.5,6,False,3,24,0,0,0,0,天后
The Red Gate,Korean Restaurant,7.5,8,False,6,15,5,2,0,0,天后
Cheung Hing Kee Shanghai Pan-fried Buns (祥興記上海生煎包),Dumpling Restaurant,7.4,10,False,2,23,12,1,0,0,香港
Etsu Sushi (悅鮨),Sushi Restaurant,7.3,20,False,24,71,16,2,0,0,天后
Kwan Yu Roasted Meat (君御燒味),Cantonese Restaurant,7.1,12,False,4,53,35,0,0,0,天后
Chào Chào (早安越南),Vietnamese Restaurant,7.1,7,False,3,18,1,2,0,0,香港
Palki Indian Cuisine (皇轎印度餐廳),Indian Restaurant,7,20,False,12,30,12,2,0,0,天后
June Japanese Restaurant (順壽司日本料理),Sushi Restaurant,7,11,False,10,46,8,2,0,0,铜锣湾
Top Grade Hot Pot (上品火鍋料理),Hotpot Restaurant,6.9,13,False,4,93,13,0,0,0,铜锣湾
Viet Square (越圓坊),Vietnamese Restaurant,6.8,6,False,4,25,1,2,0,0,天后
Sushi Ketsu (榤日本料理),Japanese Restaurant,6.7,5,False,3,28,8,2,0,0,铜锣湾
Café de Coral (大家樂),Hong Kong Restaurant,6.5,6,False,3,40,1,0,0,0,香港
Wing Fat Restaurant 榮發餐廳,Chinese Restaurant,6.4,4,False,3,20,5,1,0,0,香港
Chan Kee Roasted Goose (陳記深井燒鵝),Chinese Restaurant,8.1,20,False,6,70,23,1,0,0,Sham Tseng
Nang Kee Restaurant (能記燒鵝飯店),Chinese Restaurant,6.7,7,False,1,17,2,1,0,0,Sham Tseng
Ciao Ristorante Italiano,Italian Restaurant,7.77,2,False,0,3,1,2,0,0,香港
良記粉麵,Hong Kong Restaurant,7.77,0,False,0,2,0,0,0,0,
Indian Hot Pot Curry Restaurant 深井咖喱寶,Indian Restaurant,7.77,1,False,0,5,0,2,0,0,Sham Tseng
Fairwood 大快活,Fast Food Restaurant,7.77,1,False,0,3,0,1,0,0,Sham Tseng
傅記燒鵝飯店,Chinese Restaurant,7.77,1,False,0,49,0,1,0,0,Sham Tseng
Kcal,Arepa Restaurant,7.77,3,False,2,16,0,1,0,0,
全記茶餐廳,Hong Kong Restaurant,7.77,1,False,0,4,0,0,0,0,Sham Tseng
新井食堂,Japanese Restaurant,7.77,2,False,0,1,0,2,0,0,
迦南美食,Chinese Restaurant,7.77,2,False,1,2,0,1,0,0,
喜喜雞煲菜館,Hotpot Restaurant,7.77,0,False,0,7,0,0,0,0,
Hidden Kitchen (秀殿),Japanese Restaurant,7.9,11,False,8,132,46,2,0,0,铜锣湾
John Anthony (莊館),Cantonese Restaurant,7.6,21,False,8,60,49,0,0,0,铜锣湾
Town,Restaurant,8,19,False,8,148,43,2,0,0,铜锣湾
Hana Sakazuki (花盃),Japanese Restaurant,7.7,27,False,6,154,34,2,0,0,铜锣湾
Tenzen Japanese Restaurant (天膳),Japanese Restaurant,7.4,16,False,16,176,14,2,0,0,铜锣湾
Farm House (農圃飯店),Chinese Restaurant,7.4,8,False,9,60,22,1,0,0,铜锣湾
Yuet Wah Wui Seafood Restaurant (越華會海鮮館),Seafood Restaurant,8.2,18,False,6,68,50,3,0,0,灣仔
Tararan-ya (鱈卵屋),Japanese Restaurant,7.5,7,False,2,44,11,2,0,0,铜锣湾
Wing's Catering (榮式燒雞扒),Chinese Restaurant,8.4,48,False,14,88,90,1,0,1,铜锣湾
Pak Lok Chiu Chow Restaurant (百樂潮州酒樓),Chinese Restaurant,7.6,24,False,5,84,25,1,0,0,铜锣湾
Suppa (十下),Hotpot Restaurant,7.9,15,False,4,49,23,0,0,0,
Under Bridge Spicy Crab (Under Bridge Spicy Crab 橋底辣蟹),Seafood Restaurant,7.8,119,False,40,361,260,3,0,1,灣仔
御寶軒,Cantonese Restaurant,8.3,9,False,3,27,2,0,0,0,香港
Haidilao Hot Pot (海底撈火鍋),Hotpot Restaurant,8.2,8,False,1,17,5,0,0,0,Causeway Bay
Sen-ryo (千両),Sushi Restaurant,8.1,83,False,29,331,109,2,0,1,铜锣湾
Sijie Sichuan Private Kitchen (四姐川菜),Szechuan Restaurant,7.8,64,False,36,169,160,0,0,1,铜锣湾
Yu Sichuan Restaurant (渝酸辣粉),Szechuan Restaurant,7.7,42,False,28,182,55,0,0,1,铜锣湾
Dodam Chicken,Korean Restaurant,7.7,16,False,6,47,21,2,0,0,铜锣湾
DimDimSum Dim Sum Specialty Store (點點心點心專門店),Dim Sum Restaurant,8.3,201,False,99,470,344,2,0,1,香港
Charlie's Chili Kitchen (十二味麻辣小當家),Szechuan Restaurant,8.1,9,False,1,12,10,0,0,0,灣仔
Stellar House (星月居),Cantonese Restaurant,7.7,10,False,1,44,12,0,0,0,灣仔
Choi Kee Chili Crab (財記辣蟹),Seafood Restaurant,7.1,6,False,3,54,8,3,0,0,铜锣湾
Hee Kee Fried Crab Expert (喜記避風塘炒辣蟹),Seafood Restaurant,5.6,14,False,11,50,24,3,0,0,灣仔
One Harbour Road (港灣壹號),Chinese Restaurant,8.6,38,False,16,197,141,1,0,1,灣仔
Matsubishi (松菱),Japanese Restaurant,8.3,58,False,27,111,195,2,0,1,Hong Kong
Kaetsu (鹿悅日本料理),Japanese Restaurant,7.4,17,False,6,72,11,2,0,0,灣仔
Fook Lam Moon (福臨門),Cantonese Restaurant,7.5,81,False,44,266,295,0,0,1,灣仔
JUNON (仙后餐廳),French Restaurant,7.7,8,False,3,35,8,3,0,0,香港
AJ's Sri Lankan Cuisine (AJ's 斯里蘭卡菜館),Sri Lankan Restaurant,7.6,11,FALSE,13,35,9,0,0,0,西貢
Chuen Kee Seafood Restaurant (全記海鮮菜館),Seafood Restaurant,7.4,88,FALSE,21,508,61,3,0,1,西貢
Sing Kee Seafood Restaurant 勝記海鮮酒家,Seafood Restaurant,7.1,21,FALSE,5,136,33,3,0,0,西貢
CASA TAPAS BAR,Tapas Restaurant,6.9,28,FALSE,20,98,6,3,0,0,西貢
Piccolos,Italian Restaurant,6.8,7,FALSE,12,38,4,2,0,0,西貢
Jaspas,American Restaurant,6.5,13,FALSE,11,76,1,2,0,0,西貢
Wing Wo Seafood Restaurant (永和海鮮酒家),Seafood Restaurant,5.8,4,FALSE,3,15,1,3,0,0,西貢
金山粥店,Cantonese Restaurant,7.77,4,FALSE,1,10,0,0,0,0,
Factory 99,Restaurant,6.7,33,FALSE,12,110,11,2,0,1,观塘
Kingduck (京饌),Beijing Restaurant,6.7,6,FALSE,3,41,2,0,0,0,Kwun Tong
Dragon King Restaurant (Dragon King Restaurant 龍皇酒家),Chinese Restaurant,6.6,17,FALSE,11,36,14,1,0,0,观塘
Genki Sushi 元気寿司,Sushi Restaurant,6.4,5,FALSE,3,25,1,2,0,0,观塘
Phở Lê (錦麗),Vietnamese Restaurant,6.2,9,FALSE,3,19,2,2,0,0,观塘
Wang Jia Sha 王家沙,Chinese Restaurant,6.2,4,FALSE,3,54,0,1,0,0,观塘
Yoshinoya (吉野家),Donburi Restaurant,5.9,4,FALSE,1,11,1,0,0,0,觀塘
Table 18,Restaurant,5.9,12,FALSE,11,148,7,2,0,0,观塘
Itacho Sushi (板長寿司),Sushi Restaurant,5.8,9,FALSE,3,50,0,2,0,0,香港
McDonald's (麥當勞),Fast Food Restaurant,5.8,0,FALSE,0,4,0,1,0,0,觀塘
Zeui Yung Ting Hotpot Cuisine (醉翁亭火鍋館),Hotpot Restaurant,5.8,4,FALSE,1,29,1,0,0,0,观塘
King & I (御泰坊),Thai Restaurant,5.8,13,FALSE,8,77,5,2,0,0,Kwun Tong
KFC (肯德基),Fast Food Restaurant,5.7,5,FALSE,1,41,2,1,0,0,观塘
Chao Inn 潮館,Chinese Restaurant,5.7,6,FALSE,10,35,3,1,0,0,观塘
Toast Box (土司工坊),Malay Restaurant,5.6,9,FALSE,4,58,1,2,0,0,观塘
Ma's Restaurant (馬家莊清真館),Hong Kong Restaurant,7.9,40,FALSE,20,83,22,0,0,1,深水埗
Katsuo No Itteki Ramen (鰹之一滴),Ramen Restaurant,6.7,6,FALSE,4,26,6,0,0,0,深水埗區
Green Common The FOREST,Vegetarian / Vegan Restaurant,8.3,11,FALSE,8,43,11,2,0,0,旺角
Sea View Congee Shop (海景粥店),Cantonese Restaurant,8.1,104,FALSE,38,381,218,0,0,1,九龍
DimDimSum Dim Sum Specialty Store (點點心點心專門店),Dim Sum Restaurant,8,173,FALSE,103,442,279,2,0,1,旺角
Mui Kee Congee (妹記生滾粥品),Chinese Restaurant,7.8,30,FALSE,17,130,63,1,0,0,
Isaba Taifu (漁場台風),Ramen Restaurant,7.6,47,FALSE,18,135,63,0,0,1,旺角
Fuk Kee Congee (富記粥品),Chinese Restaurant,7.5,53,FALSE,34,182,133,1,0,1,Mongkok
Ca-Tu-Ya (吉豚屋),Japanese Restaurant,6.9,15,FALSE,5,137,9,2,0,0,Mongkok
Café de Coral (大家樂),Fast Food Restaurant,6.6,16,FALSE,3,87,9,1,0,0,旺角
Sai Kee Congee 西記粥店,Chinese Restaurant,6.6,8,FALSE,5,46,4,1,0,0,Mongkok
Paradise Dynasty (樂天皇朝),Dumpling Restaurant,8,19,FALSE,4,73,19,1,0,0,旺角
London Restaurant (倫敦大酒樓),Chinese Restaurant,7.7,43,FALSE,10,298,34,1,0,1,香港
Paradise Dynasty (樂天皇朝),Dumpling Restaurant,8,19,FALSE,4,73,19,1,0,0,旺角
London Restaurant (倫敦大酒樓),Chinese Restaurant,7.7,43,FALSE,10,298,34,1,0,1,香港
榮園麵家,Chinese Restaurant,7.2,15,FALSE,12,78,22,1,0,0,旺角
Manakamana,Indian Restaurant,8.4,27,FALSE,20,36,49,2,0,0,
Sun Hing Chang Restaurant (新興棧食家),Chinese Restaurant,7.6,11,FALSE,5,46,13,1,0,0,油麻地
Tai Ping Koon Restaurant (太平館餐廳),Chinese Restaurant,7.5,34,FALSE,12,132,56,1,0,1,Yau Ma Tei
Sichuan BBQ Restaurant (蜀一燒串燒專門店),Asian Restaurant,7.4,5,FALSE,5,24,8,2,0,0,Jordan
Xin Dau Ji (新斗記),Cantonese Restaurant,7.4,43,FALSE,17,206,86,0,0,1,油麻地
Delicious Congee (和味生滾粥店),Chinese Restaurant,7.3,13,FALSE,6,42,34,1,0,0,油麻地
Kam Shan Seafood Restaurant (金山海鮮酒家),Seafood Restaurant,7.2,20,FALSE,7,124,11,3,0,0,油麻地
Oak Tree Ristorante,Italian Restaurant,7,4,FALSE,2,39,4,2,0,0,香港
Star Seafood Restaurant (明星海鮮酒家),Chinese Restaurant,6.4,10,FALSE,3,43,0,1,0,0,油麻地
Din Tai Fung (鼎泰豐),Dumpling Restaurant,8.9,124,FALSE,27,163,211,1,0,1,尖沙咀
Genki Sushi (元気寿司),Sushi Restaurant,8,19,FALSE,6,40,18,2,0,0,油麻地
Caliente,Mexican Restaurant,7.9,12,FALSE,3,32,10,1,0,0,"Tsim Sha Tsui, Kowloon"
Tsui Hang Village (翠亨邨),Cantonese Restaurant,7.7,37,FALSE,18,142,50,0,0,1,尖沙咀
Hing Kee (避風塘興記),Seafood Restaurant,7.5,37,FALSE,17,131,112,3,0,1,尖沙咀
Tonkichi Tonkatsu (丼吉日本吉列專門店),Japanese Restaurant,8.5,35,FALSE,23,151,109,2,0,1,尖沙咀
Cuisine Cuisine (國金軒),Chinese Restaurant,8.1,62,FALSE,29,252,170,1,0,1,尖沙咀
So Thai So Good,Thai Restaurant,7.8,19,FALSE,11,77,12,2,0,0,尖沙咀
Brotzeit,German Restaurant,8.3,87,FALSE,36,290,58,2,0,1,尖沙咀
Sangeetha,South Indian Restaurant,8.3,16,FALSE,8,26,29,0,0,0,
Angelini,Italian Restaurant,8.3,33,FALSE,61,132,57,2,0,1,
Tapas Bar,Tapas Restaurant,8.1,57,FALSE,87,245,32,3,0,1,
The Royal Garden Chinese Restaurant (帝苑軒),Chinese Restaurant,8,14,FALSE,0,82,7,1,0,0,尖沙咀
Woodlands,Indian Restaurant,7.9,41,FALSE,25,48,158,2,0,1,尖沙咀
Sabatini Ristorante Italiano,Italian Restaurant,7.8,36,FALSE,20,338,73,2,0,1,尖沙咀
Nadaman (灘萬),Japanese Restaurant,7.7,12,FALSE,49,106,19,2,0,0,尖沙咀
Golden Bull French Vietnamese Cuisine (金牛苑法式越南菜(香港)),Vietnamese Restaurant,7.5,12,FALSE,2,10,1,2,0,0,尖沙咀
Ichiran (一蘭),Ramen Restaurant,8.6,120,FALSE,26,384,151,0,0,1,尖沙咀
Arirang Korean Restaurant (阿里郎韓國餐廳),Korean Restaurant,8.1,8,FALSE,1,11,4,2,0,0,
Myung Ga Korean Restaurant (名家韓國餐廳),Korean Restaurant,8,42,FALSE,14,150,36,2,0,1,尖沙咀
Saravanaa Bhavan,South Indian Restaurant,7.9,25,FALSE,15,45,16,0,0,0,Tsim Sha Tsui
Sen-ryo (Sen-ryo 千両),Sushi Restaurant,7.8,21,FALSE,5,98,6,2,0,0,尖沙咀
